time,temperature_2m (°C),relative_humidity_2m (%),rain (mm)
2019-06-22T22:00,19.7,74,6.20
2019-06-22T23:00,18.4,77,5.40
2019-06-23T00:00,18.9,77,0.60
2019-06-23T01:00,18.5,82,0.00
2019-06-23T02:00,18.2,80,1.30
2019-06-23T03:00,17.9,83,0.00
2019-06-23T04:00,17.0,87,0.00
2019-06-23T05:00,16.5,87,0.10
2019-06-23T06:00,16.0,88,1.20
2019-06-23T07:00,16.0,87,0.20
2019-06-23T08:00,15.1,91,0.00
2019-06-23T09:00,15.2,92,0.10
2019-06-23T10:00,15.1,94,0.40
2019-06-23T11:00,14.9,93,0.50
2019-06-23T12:00,15.4,95,0.20
2019-06-23T13:00,16.0,91,0.00
2019-06-23T14:00,16.8,87,0.00
2019-06-23T15:00,18.2,80,0.00
2019-06-23T16:00,19.7,73,0.00
2019-06-23T17:00,21.6,63,0.00
2019-06-23T18:00,23.2,52,0.00
2019-06-23T19:00,23.5,50,0.10
2019-06-23T20:00,23.5,50,0.00
2019-06-23T21:00,23.9,50,0.00
2019-06-23T22:00,21.5,63,2.30
2019-06-23T23:00,21.1,62,0.90
2019-06-24T00:00,21.2,53,1.00
2019-06-24T01:00,19.2,73,0.00
2019-06-24T02:00,18.2,78,0.30
2019-06-24T03:00,17.6,81,2.50
2019-06-24T04:00,16.7,88,3.20
2019-06-24T05:00,16.5,88,1.40
2019-06-24T06:00,16.5,90,1.00
2019-06-24T07:00,16.2,91,0.50
2019-06-24T08:00,16.2,91,0.30
2019-06-24T09:00,16.0,92,0.10
2019-06-24T10:00,15.9,90,0.10
2019-06-24T11:00,15.8,85,0.00
2019-06-24T12:00,15.6,86,0.00
2019-06-24T13:00,15.7,84,0.30
2019-06-24T14:00,15.8,83,0.50
2019-06-24T15:00,16.5,81,0.10
2019-06-24T16:00,17.9,75,0.00
2019-06-24T17:00,19.9,67,0.10
2019-06-24T18:00,21.6,61,0.00
2019-06-24T19:00,22.2,60,0.00
2019-06-24T20:00,21.8,58,0.40
2019-06-24T21:00,22.2,57,0.00
2019-06-24T22:00,20.1,65,0.10
2019-06-24T23:00,19.9,67,0.00
2019-06-25T00:00,19.5,70,0.00
2019-06-25T01:00,18.9,73,2.10
2019-06-25T02:00,18.1,79,1.70
2019-06-25T03:00,17.1,81,0.00
2019-06-25T04:00,16.2,81,0.00
2019-06-25T05:00,15.4,84,0.00
2019-06-25T06:00,15.6,87,0.00
2019-06-25T07:00,15.6,87,0.00
2019-06-25T08:00,15.4,88,0.00
2019-06-25T09:00,14.9,87,0.00
2019-06-25T10:00,14.9,89,0.00
2019-06-25T11:00,14.9,88,0.00
2019-06-25T12:00,15.1,88,0.10
2019-06-25T13:00,15.2,82,0.30
2019-06-25T14:00,15.4,81,0.50
2019-06-25T15:00,15.9,76,0.30
2019-06-25T16:00,16.5,73,0.10
2019-06-25T17:00,17.7,71,0.00
2019-06-25T18:00,18.5,68,0.00
2019-06-25T19:00,19.9,60,0.00
2019-06-25T20:00,20.6,54,0.00
2019-06-25T21:00,20.3,58,0.00
2019-06-25T22:00,20.1,59,0.00
2019-06-25T23:00,20.0,60,0.00
2019-06-26T00:00,20.2,64,0.10
2019-06-26T01:00,18.8,75,0.00
2019-06-26T02:00,17.1,82,0.10
2019-06-26T03:00,16.8,88,0.00
2019-06-26T04:00,17.1,79,0.00
2019-06-26T05:00,15.8,89,0.00
2019-06-26T06:00,15.1,91,0.00
2019-06-26T07:00,15.5,85,0.00
2019-06-26T08:00,14.6,90,0.00
2019-06-26T09:00,14.1,92,0.00
2019-06-26T10:00,14.8,86,0.00
2019-06-26T11:00,13.2,96,0.00
2019-06-26T12:00,13.7,92,0.60
2019-06-26T13:00,15.3,84,0.00
2019-06-26T14:00,16.5,80,0.10
2019-06-26T15:00,17.9,74,0.00
2019-06-26T16:00,19.4,68,0.00
2019-06-26T17:00,20.7,62,0.00
2019-06-26T18:00,21.9,56,0.00
2019-06-26T19:00,22.8,48,0.00
2019-06-26T20:00,23.6,45,0.00
2019-06-26T21:00,22.9,45,0.00
2019-06-26T22:00,17.4,83,0.70
2019-06-26T23:00,18.8,74,0.30
2019-06-27T00:00,19.5,63,0.50
2019-06-27T01:00,18.5,73,0.00
2019-06-27T02:00,17.2,77,0.00
2019-06-27T03:00,16.6,79,0.00
2019-06-27T04:00,15.6,86,0.00
2019-06-27T05:00,14.9,92,0.00
2019-06-27T06:00,14.8,92,0.00
2019-06-27T07:00,14.9,90,0.00
2019-06-27T08:00,14.6,90,0.00
2019-06-27T09:00,14.1,90,0.00
2019-06-27T10:00,13.9,86,0.00
2019-06-27T11:00,13.2,84,0.00
2019-06-27T12:00,13.6,81,0.00
2019-06-27T13:00,14.4,78,0.00
2019-06-27T14:00,15.9,71,0.00
2019-06-27T15:00,17.5,65,0.00
2019-06-27T16:00,19.1,62,0.00
2019-06-27T17:00,20.2,57,0.20
2019-06-27T18:00,21.9,47,0.00
2019-06-27T19:00,23.0,40,0.00
2019-06-27T20:00,24.2,35,0.00
2019-06-27T21:00,24.6,33,0.00
2019-06-27T22:00,24.0,34,0.00
2019-06-27T23:00,22.6,38,0.00
2019-06-28T00:00,21.8,48,0.00
2019-06-28T01:00,19.6,62,0.10
2019-06-28T02:00,17.7,75,0.10
2019-06-28T03:00,16.7,76,0.10
2019-06-28T04:00,15.7,77,0.10
2019-06-28T05:00,14.9,81,0.10
2019-06-28T06:00,14.6,80,0.00
2019-06-28T07:00,13.9,84,0.00
2019-06-28T08:00,13.4,88,0.00
2019-06-28T09:00,13.8,87,0.00
2019-06-28T10:00,13.6,85,0.00
2019-06-28T11:00,13.4,86,0.00
2019-06-28T12:00,13.1,91,0.00
2019-06-28T13:00,13.6,87,0.00
2019-06-28T14:00,14.9,79,0.00
2019-06-28T15:00,16.6,68,0.00
2019-06-28T16:00,18.0,60,0.00
2019-06-28T17:00,19.6,53,0.10
2019-06-28T18:00,21.0,45,0.10
2019-06-28T19:00,23.1,35,0.00
2019-06-28T20:00,23.8,33,0.10
2019-06-28T21:00,23.5,33,0.10
2019-06-28T22:00,22.1,39,0.10
2019-06-28T23:00,21.1,44,0.10
2019-06-29T00:00,18.8,63,0.10
2019-06-29T01:00,17.5,69,0.30
2019-06-29T02:00,16.6,70,0.30
2019-06-29T03:00,16.0,71,0.10
2019-06-29T04:00,14.6,77,0.00
2019-06-29T05:00,13.7,81,0.00
2019-06-29T06:00,13.1,85,0.00
2019-06-29T07:00,12.8,88,0.00
2019-06-29T08:00,12.5,90,0.00
2019-06-29T09:00,12.1,93,0.00
2019-06-29T10:00,12.1,92,0.00
2019-06-29T11:00,11.9,92,0.00
2019-06-29T12:00,12.0,91,0.00
2019-06-29T13:00,12.7,87,0.00
2019-06-29T14:00,13.9,78,0.00
2019-06-29T15:00,15.4,69,0.00
2019-06-29T16:00,16.9,64,0.00
2019-06-29T17:00,18.5,58,0.10
2019-06-29T18:00,20.0,54,0.00
2019-06-29T19:00,21.1,48,0.00
2019-06-29T20:00,22.3,45,0.00
2019-06-29T21:00,22.7,44,0.00
2019-06-29T22:00,19.2,61,2.30
2019-06-29T23:00,19.0,61,0.40
2019-06-30T00:00,17.8,66,1.20
2019-06-30T01:00,17.2,68,0.20
2019-06-30T02:00,15.6,83,0.20
2019-06-30T03:00,15.1,83,0.20
2019-06-30T04:00,14.6,84,0.00
2019-06-30T05:00,14.1,83,0.00
2019-06-30T06:00,13.6,84,0.10
2019-06-30T07:00,13.1,87,0.60
2019-06-30T08:00,12.9,89,0.10
2019-06-30T09:00,12.4,92,0.00
2019-06-30T10:00,12.2,92,0.30
2019-06-30T11:00,11.9,93,0.10
2019-06-30T12:00,11.6,94,0.00
2019-06-30T13:00,12.1,89,0.00
2019-06-30T14:00,13.1,82,0.00
2019-06-30T15:00,14.6,75,0.00
2019-06-30T16:00,16.6,67,0.00
2019-06-30T17:00,18.1,63,0.00
2019-06-30T18:00,19.3,59,0.00
2019-06-30T19:00,20.5,57,0.00
2019-06-30T20:00,20.8,59,0.20
2019-06-30T21:00,19.9,60,2.10
2019-06-30T22:00,20.1,55,0.10
2019-06-30T23:00,18.2,66,5.00
