time,temperature_2m (°C),relative_humidity_2m (%),rain (mm)
2019-01-01T00:00,19.6,36,0.00
2019-01-01T01:00,16.8,46,0.00
2019-01-01T02:00,16.1,47,0.00
2019-01-01T03:00,13.8,57,0.00
2019-01-01T04:00,13.4,57,0.00
2019-01-01T05:00,13.1,58,0.00
2019-01-01T06:00,11.9,63,0.00
2019-01-01T07:00,10.8,64,0.00
2019-01-01T08:00,10.4,63,0.00
2019-01-01T09:00,9.6,66,0.00
2019-01-01T10:00,8.4,72,0.00
2019-01-01T11:00,7.5,72,0.00
2019-01-01T12:00,7.3,80,0.00
2019-01-01T13:00,6.7,81,0.00
2019-01-01T14:00,6.2,81,0.00
2019-01-01T15:00,9.1,59,0.00
2019-01-01T16:00,13.1,44,0.00
2019-01-01T17:00,16.6,32,0.00
2019-01-01T18:00,19.6,23,0.00
2019-01-01T19:00,21.6,17,0.00
2019-01-01T20:00,23.0,13,0.00
2019-01-01T21:00,24.0,12,0.00
2019-01-01T22:00,24.0,14,0.00
2019-01-01T23:00,23.0,18,0.00
2019-01-02T00:00,20.0,21,0.00
2019-01-02T01:00,17.1,30,0.00
2019-01-02T02:00,16.4,33,0.00
2019-01-02T03:00,14.9,55,0.00
2019-01-02T04:00,13.4,78,0.00
2019-01-02T05:00,12.1,82,0.00
2019-01-02T06:00,11.6,88,0.00
2019-01-02T07:00,10.9,94,0.00
2019-01-02T08:00,10.5,94,0.00
2019-01-02T09:00,10.7,90,0.00
2019-01-02T10:00,10.1,91,0.00
2019-01-02T11:00,9.5,93,0.00
2019-01-02T12:00,9.1,94,0.00
2019-01-02T13:00,8.6,95,0.00
2019-01-02T14:00,8.2,94,0.00
2019-01-02T15:00,9.2,85,0.00
2019-01-02T16:00,12.6,65,0.00
2019-01-02T17:00,16.1,44,0.00
2019-01-02T18:00,19.0,35,0.00
2019-01-02T19:00,21.6,25,0.00
2019-01-02T20:00,23.4,16,0.00
2019-01-02T21:00,23.9,12,0.00
2019-01-02T22:00,23.3,14,0.00
2019-01-02T23:00,22.0,16,0.00
2019-01-03T00:00,18.4,21,0.00
2019-01-03T01:00,15.7,30,0.00
2019-01-03T02:00,14.1,38,0.00
2019-01-03T03:00,13.0,51,0.00
2019-01-03T04:00,10.9,53,0.00
2019-01-03T05:00,8.9,52,0.00
2019-01-03T06:00,8.2,58,0.00
2019-01-03T07:00,8.0,62,0.00
2019-01-03T08:00,7.8,66,0.00
2019-01-03T09:00,7.2,76,0.00
2019-01-03T10:00,8.4,65,0.00
2019-01-03T11:00,8.9,58,0.00
2019-01-03T12:00,9.4,52,0.00
2019-01-03T13:00,9.1,53,0.00
2019-01-03T14:00,8.1,68,0.00
2019-01-03T15:00,10.9,48,0.00
2019-01-03T16:00,13.8,39,0.00
2019-01-03T17:00,16.5,33,0.00
2019-01-03T18:00,18.6,26,0.00
2019-01-03T19:00,20.6,21,0.00
2019-01-03T20:00,21.9,20,0.00
2019-01-03T21:00,22.7,19,0.00
2019-01-03T22:00,22.8,18,0.00
2019-01-03T23:00,21.7,25,0.00
2019-01-04T00:00,18.9,36,0.00
2019-01-04T01:00,17.0,43,0.00
2019-01-04T02:00,15.8,49,0.00
2019-01-04T03:00,14.2,60,0.00
2019-01-04T04:00,13.1,67,0.00
2019-01-04T05:00,13.9,53,0.00
2019-01-04T06:00,11.6,67,0.00
2019-01-04T07:00,12.2,57,0.00
2019-01-04T08:00,11.2,62,0.00
2019-01-04T09:00,9.8,70,0.00
2019-01-04T10:00,7.7,82,0.00
2019-01-04T11:00,7.4,87,0.00
2019-01-04T12:00,7.8,83,0.00
2019-01-04T13:00,7.8,84,0.00
2019-01-04T14:00,8.4,78,0.00
2019-01-04T15:00,10.9,62,0.00
2019-01-04T16:00,14.4,49,0.00
2019-01-04T17:00,17.4,36,0.00
2019-01-04T18:00,19.6,29,0.00
2019-01-04T19:00,20.9,29,0.00
2019-01-04T20:00,21.9,29,0.00
2019-01-04T21:00,22.9,28,0.00
2019-01-04T22:00,23.1,27,0.00
2019-01-04T23:00,22.2,29,0.00
2019-01-05T00:00,19.5,32,0.00
2019-01-05T01:00,17.5,35,0.00
2019-01-05T02:00,17.1,37,0.00
2019-01-05T03:00,15.5,57,0.00
2019-01-05T04:00,14.1,65,0.00
2019-01-05T05:00,14.8,59,0.00
2019-01-05T06:00,14.4,62,0.00
2019-01-05T07:00,13.7,65,0.00
2019-01-05T08:00,12.1,74,0.00
2019-01-05T09:00,11.4,80,0.00
2019-01-05T10:00,10.6,84,0.00
2019-01-05T11:00,9.1,90,0.00
2019-01-05T12:00,10.4,86,0.00
2019-01-05T13:00,8.4,94,0.00
2019-01-05T14:00,9.7,89,0.00
2019-01-05T15:00,12.1,71,0.00
2019-01-05T16:00,15.4,54,0.00
2019-01-05T17:00,18.3,45,0.00
2019-01-05T18:00,20.9,39,0.00
2019-01-05T19:00,22.6,33,0.00
2019-01-05T20:00,23.6,30,0.00
2019-01-05T21:00,24.1,27,0.00
2019-01-05T22:00,24.2,26,0.00
2019-01-05T23:00,23.8,27,0.00
2019-01-06T00:00,22.5,27,0.00
2019-01-06T01:00,19.9,43,0.00
2019-01-06T02:00,18.6,49,0.00
2019-01-06T03:00,16.7,54,0.00
2019-01-06T04:00,15.8,57,0.00
2019-01-06T05:00,14.8,64,0.00
2019-01-06T06:00,14.7,62,0.00
2019-01-06T07:00,12.9,77,0.00
2019-01-06T08:00,12.1,78,0.00
2019-01-06T09:00,11.5,81,0.00
2019-01-06T10:00,12.2,76,0.00
2019-01-06T11:00,12.1,76,0.00
2019-01-06T12:00,11.1,78,0.00
2019-01-06T13:00,9.4,88,0.00
2019-01-06T14:00,10.5,80,0.00
2019-01-06T15:00,12.9,68,0.00
2019-01-06T16:00,16.1,53,0.00
2019-01-06T17:00,19.2,42,0.00
2019-01-06T18:00,21.4,35,0.00
2019-01-06T19:00,23.0,30,0.00
2019-01-06T20:00,24.0,27,0.00
2019-01-06T21:00,24.5,24,0.00
2019-01-06T22:00,24.5,20,0.00
2019-01-06T23:00,23.9,19,0.00
2019-01-07T00:00,22.0,23,0.00
2019-01-07T01:00,20.1,26,0.00
2019-01-07T02:00,18.2,42,0.00
2019-01-07T03:00,17.2,52,0.00
2019-01-07T04:00,15.8,56,0.00
2019-01-07T05:00,14.1,61,0.00
2019-01-07T06:00,12.8,70,0.00
2019-01-07T07:00,12.6,66,0.00
2019-01-07T08:00,12.1,66,0.00
2019-01-07T09:00,10.2,77,0.00
2019-01-07T10:00,9.1,84,0.00
2019-01-07T11:00,9.9,81,0.00
2019-01-07T12:00,10.1,81,0.00
2019-01-07T13:00,10.0,81,0.00
2019-01-07T14:00,9.9,83,0.00
2019-01-07T15:00,13.1,66,0.00
2019-01-07T16:00,16.5,48,0.00
2019-01-07T17:00,19.3,40,0.00
2019-01-07T18:00,21.6,33,0.00
2019-01-07T19:00,23.0,26,0.00
2019-01-07T20:00,24.0,24,0.00
2019-01-07T21:00,25.1,16,0.00
2019-01-07T22:00,25.1,14,0.00
2019-01-07T23:00,24.1,12,0.00
2019-01-08T00:00,21.8,21,0.00
2019-01-08T01:00,19.5,29,0.00
2019-01-08T02:00,17.9,34,0.00
2019-01-08T03:00,16.3,39,0.00
2019-01-08T04:00,14.7,45,0.00
2019-01-08T05:00,13.1,53,0.00
2019-01-08T06:00,12.9,55,0.00
2019-01-08T07:00,11.9,58,0.00
2019-01-08T08:00,9.2,75,0.00
2019-01-08T09:00,7.8,87,0.00
2019-01-08T10:00,7.0,94,0.00
2019-01-08T11:00,6.0,100,0.00
2019-01-08T12:00,6.6,100,0.00
2019-01-08T13:00,6.2,100,0.00
2019-01-08T14:00,5.9,98,0.00
2019-01-08T15:00,6.9,85,0.00
2019-01-08T16:00,10.4,61,0.00
2019-01-08T17:00,14.1,45,0.00
2019-01-08T18:00,17.9,32,0.00
2019-01-08T19:00,20.8,22,0.00
2019-01-08T20:00,22.6,12,0.00
2019-01-08T21:00,23.5,7,0.00
2019-01-08T22:00,23.6,6,0.00
2019-01-08T23:00,23.0,10,0.00
2019-01-09T00:00,21.0,14,0.00
2019-01-09T01:00,17.9,23,0.00
2019-01-09T02:00,15.7,39,0.00
2019-01-09T03:00,14.0,51,0.00
2019-01-09T04:00,12.2,63,0.00
2019-01-09T05:00,10.5,79,0.00
2019-01-09T06:00,9.6,85,0.00
2019-01-09T07:00,9.1,84,0.00
2019-01-09T08:00,8.4,85,0.00
2019-01-09T09:00,7.8,85,0.00
2019-01-09T10:00,7.3,81,0.00
2019-01-09T11:00,7.7,74,0.00
2019-01-09T12:00,6.8,84,0.00
2019-01-09T13:00,6.3,81,0.00
2019-01-09T14:00,6.8,80,0.00
2019-01-09T15:00,10.1,66,0.00
2019-01-09T16:00,12.5,54,0.00
2019-01-09T17:00,14.5,47,0.00
2019-01-09T18:00,16.6,38,0.00
2019-01-09T19:00,18.3,32,0.00
2019-01-09T20:00,19.6,28,0.00
2019-01-09T21:00,20.5,26,0.00
2019-01-09T22:00,20.9,26,0.00
2019-01-09T23:00,21.0,26,0.00
2019-01-10T00:00,19.5,27,0.00
2019-01-10T01:00,16.7,38,0.00
2019-01-10T02:00,14.1,55,0.00
2019-01-10T03:00,12.4,63,0.00
2019-01-10T04:00,10.9,74,0.00
2019-01-10T05:00,10.2,79,0.00
2019-01-10T06:00,10.2,79,0.00
2019-01-10T07:00,10.2,78,0.00
2019-01-10T08:00,10.6,76,0.00
2019-01-10T09:00,10.4,80,0.00
2019-01-10T10:00,9.9,82,0.00
2019-01-10T11:00,9.4,86,0.00
2019-01-10T12:00,9.8,82,0.00
2019-01-10T13:00,9.6,82,0.00
2019-01-10T14:00,9.5,82,0.00
2019-01-10T15:00,10.6,75,0.00
2019-01-10T16:00,12.3,64,0.00
2019-01-10T17:00,14.4,53,0.00
2019-01-10T18:00,16.2,46,0.00
2019-01-10T19:00,19.0,36,0.00
2019-01-10T20:00,20.6,29,0.00
2019-01-10T21:00,21.4,26,0.00
2019-01-10T22:00,20.8,29,0.00
2019-01-10T23:00,19.2,38,0.00
2019-01-11T00:00,18.0,43,0.00
2019-01-11T01:00,17.0,48,0.00
2019-01-11T02:00,15.9,53,0.00
2019-01-11T03:00,14.8,56,0.00
2019-01-11T04:00,14.2,57,0.00
2019-01-11T05:00,13.4,63,0.00
2019-01-11T06:00,12.5,69,0.00
2019-01-11T07:00,11.9,72,0.00
2019-01-11T08:00,11.1,77,0.00
2019-01-11T09:00,10.2,83,0.00
2019-01-11T10:00,9.6,85,0.00
2019-01-11T11:00,9.1,85,0.00
2019-01-11T12:00,7.6,83,0.00
2019-01-11T13:00,7.4,82,0.00
2019-01-11T14:00,8.6,77,0.00
2019-01-11T15:00,11.8,63,0.00
2019-01-11T16:00,14.6,51,0.00
2019-01-11T17:00,16.9,45,0.00
2019-01-11T18:00,18.8,34,0.00
2019-01-11T19:00,20.1,30,0.00
2019-01-11T20:00,20.8,29,0.00
2019-01-11T21:00,21.4,28,0.00
2019-01-11T22:00,21.8,25,0.00
2019-01-11T23:00,20.9,27,0.00
2019-01-12T00:00,19.4,36,0.00
2019-01-12T01:00,18.4,42,0.00
2019-01-12T02:00,17.1,47,0.00
2019-01-12T03:00,15.8,52,0.00
2019-01-12T04:00,14.2,69,0.00
2019-01-12T05:00,13.6,68,0.00
2019-01-12T06:00,12.9,68,0.00
2019-01-12T07:00,12.1,75,0.00
2019-01-12T08:00,11.8,70,0.10
2019-01-12T09:00,10.9,78,0.10
2019-01-12T10:00,11.1,74,0.00
2019-01-12T11:00,10.4,79,0.10
2019-01-12T12:00,10.6,77,0.10
2019-01-12T13:00,10.1,81,0.00
2019-01-12T14:00,10.4,78,0.00
2019-01-12T15:00,12.9,68,0.00
2019-01-12T16:00,14.8,60,0.00
2019-01-12T17:00,16.4,54,0.10
2019-01-12T18:00,17.7,48,0.00
2019-01-12T19:00,18.6,44,0.00
2019-01-12T20:00,19.2,41,0.00
2019-01-12T21:00,19.5,40,0.00
2019-01-12T22:00,19.5,38,0.00
2019-01-12T23:00,19.0,38,0.00
2019-01-13T00:00,18.2,40,0.00
2019-01-13T01:00,15.2,62,0.60
2019-01-13T02:00,14.4,70,1.00
2019-01-13T03:00,13.7,76,0.90
2019-01-13T04:00,12.9,77,0.30
2019-01-13T05:00,12.2,81,0.10
2019-01-13T06:00,11.9,83,0.00
2019-01-13T07:00,11.4,84,0.00
2019-01-13T08:00,11.2,85,0.20
2019-01-13T09:00,10.9,87,0.00
2019-01-13T10:00,10.8,87,0.00
2019-01-13T11:00,10.6,88,0.00
2019-01-13T12:00,11.0,86,0.00
2019-01-13T13:00,10.4,90,0.10
2019-01-13T14:00,10.9,87,0.10
2019-01-13T15:00,11.8,82,0.00
2019-01-13T16:00,13.1,74,0.00
2019-01-13T17:00,14.5,66,0.00
2019-01-13T18:00,15.9,59,0.00
2019-01-13T19:00,17.2,53,0.10
2019-01-13T20:00,18.0,50,0.00
2019-01-13T21:00,18.6,46,0.00
2019-01-13T22:00,18.8,44,0.00
2019-01-13T23:00,17.9,44,0.10
2019-01-14T00:00,15.9,61,0.10
2019-01-14T01:00,14.5,68,0.20
2019-01-14T02:00,13.8,72,0.10
2019-01-14T03:00,12.5,78,0.00
2019-01-14T04:00,11.6,83,0.00
2019-01-14T05:00,11.1,85,0.00
2019-01-14T06:00,10.8,85,0.00
2019-01-14T07:00,10.2,88,0.00
2019-01-14T08:00,10.0,88,0.00
2019-01-14T09:00,9.4,89,0.00
2019-01-14T10:00,9.2,88,0.00
2019-01-14T11:00,9.1,88,0.00
2019-01-14T12:00,9.4,89,0.00
2019-01-14T13:00,9.1,90,0.00
2019-01-14T14:00,9.4,87,0.00
2019-01-14T15:00,11.1,75,0.00
2019-01-14T16:00,12.8,67,0.00
2019-01-14T17:00,14.2,61,0.00
2019-01-14T18:00,16.4,53,0.00
2019-01-14T19:00,18.0,43,0.00
2019-01-14T20:00,19.0,32,0.00
2019-01-14T21:00,20.1,26,0.00
2019-01-14T22:00,20.5,24,0.00
2019-01-14T23:00,20.0,25,0.00
2019-01-15T00:00,17.9,37,0.00
2019-01-15T01:00,15.1,45,0.00
2019-01-15T02:00,13.3,56,0.00
2019-01-15T03:00,11.9,63,0.00
2019-01-15T04:00,10.8,73,0.00
2019-01-15T05:00,9.6,82,0.00
2019-01-15T06:00,8.9,86,0.00
2019-01-15T07:00,8.4,88,0.00
2019-01-15T08:00,8.1,88,0.00
2019-01-15T09:00,7.7,89,0.00
2019-01-15T10:00,7.4,91,0.00
2019-01-15T11:00,6.9,93,0.00
2019-01-15T12:00,7.2,97,0.00
2019-01-15T13:00,6.8,97,0.00
2019-01-15T14:00,6.8,94,0.00
2019-01-15T15:00,8.1,85,0.00
2019-01-15T16:00,10.9,71,0.00
2019-01-15T17:00,13.9,57,0.00
2019-01-15T18:00,16.8,45,0.00
2019-01-15T19:00,18.6,39,0.00
2019-01-15T20:00,20.0,34,0.00
2019-01-15T21:00,20.9,31,0.00
2019-01-15T22:00,21.0,29,0.00
2019-01-15T23:00,20.1,30,0.00
2019-01-16T00:00,18.9,36,0.00
2019-01-16T01:00,18.0,53,0.00
2019-01-16T02:00,16.4,48,0.00
2019-01-16T03:00,15.0,59,0.00
2019-01-16T04:00,13.8,66,0.00
2019-01-16T05:00,12.9,69,0.00
2019-01-16T06:00,12.9,71,0.00
2019-01-16T07:00,11.9,79,0.00
2019-01-16T08:00,11.0,84,0.00
2019-01-16T09:00,10.6,85,0.00
2019-01-16T10:00,10.1,88,0.00
2019-01-16T11:00,9.6,91,0.00
2019-01-16T12:00,9.6,92,0.00
2019-01-16T13:00,8.6,97,0.00
2019-01-16T14:00,9.6,90,0.00
2019-01-16T15:00,11.1,78,0.00
2019-01-16T16:00,13.9,66,0.00
2019-01-16T17:00,16.5,56,0.00
2019-01-16T18:00,18.9,45,0.00
2019-01-16T19:00,20.5,38,0.00
2019-01-16T20:00,21.2,32,0.00
2019-01-16T21:00,21.4,29,0.00
2019-01-16T22:00,21.5,28,0.00
2019-01-16T23:00,21.0,29,0.00
2019-01-17T00:00,19.4,34,0.00
2019-01-17T01:00,17.5,43,0.00
2019-01-17T02:00,16.2,49,0.00
2019-01-17T03:00,15.6,61,0.00
2019-01-17T04:00,13.9,72,0.00
2019-01-17T05:00,13.1,75,0.00
2019-01-17T06:00,13.0,75,0.00
2019-01-17T07:00,11.8,82,0.00
2019-01-17T08:00,11.2,86,0.00
2019-01-17T09:00,10.8,89,0.00
2019-01-17T10:00,10.0,92,0.00
2019-01-17T11:00,9.6,93,0.00
2019-01-17T12:00,9.7,88,0.00
2019-01-17T13:00,9.9,85,0.00
2019-01-17T14:00,10.0,84,0.00
2019-01-17T15:00,11.4,79,0.00
2019-01-17T16:00,13.5,68,0.00
2019-01-17T17:00,15.8,55,0.00
2019-01-17T18:00,17.7,48,0.00
2019-01-17T19:00,19.3,42,0.00
2019-01-17T20:00,19.6,40,0.00
2019-01-17T21:00,20.4,38,0.00
2019-01-17T22:00,20.0,38,0.00
2019-01-17T23:00,19.0,39,0.00
2019-01-18T00:00,18.3,40,0.00
2019-01-18T01:00,18.1,40,0.00
2019-01-18T02:00,17.4,45,0.00
2019-01-18T03:00,15.9,57,0.00
2019-01-18T04:00,14.5,63,0.00
2019-01-18T05:00,13.6,70,0.00
2019-01-18T06:00,12.9,75,0.00
2019-01-18T07:00,12.1,82,0.00
2019-01-18T08:00,11.5,86,0.00
2019-01-18T09:00,10.9,89,0.00
2019-01-18T10:00,10.2,92,0.00
2019-01-18T11:00,9.4,95,0.00
2019-01-18T12:00,9.1,92,0.00
2019-01-18T13:00,9.2,89,0.00
2019-01-18T14:00,9.4,88,0.00
2019-01-18T15:00,10.9,78,0.00
2019-01-18T16:00,13.1,65,0.00
2019-01-18T17:00,16.0,50,0.00
2019-01-18T18:00,17.6,42,0.00
2019-01-18T19:00,19.0,37,0.00
2019-01-18T20:00,19.5,36,0.00
2019-01-18T21:00,20.0,33,0.00
2019-01-18T22:00,21.2,28,0.00
2019-01-18T23:00,20.8,30,0.00
2019-01-19T00:00,19.8,35,0.00
2019-01-19T01:00,18.0,40,0.00
2019-01-19T02:00,16.4,50,0.00
2019-01-19T03:00,15.4,52,0.00
2019-01-19T04:00,13.9,60,0.00
2019-01-19T05:00,13.5,59,0.00
2019-01-19T06:00,12.6,63,0.00
2019-01-19T07:00,11.1,72,0.00
2019-01-19T08:00,10.1,72,0.00
2019-01-19T09:00,9.1,77,0.00
2019-01-19T10:00,8.4,81,0.00
2019-01-19T11:00,7.4,83,0.00
2019-01-19T12:00,6.9,84,0.00
2019-01-19T13:00,6.8,79,0.00
2019-01-19T14:00,8.8,66,0.00
2019-01-19T15:00,12.6,57,0.00
2019-01-19T16:00,15.9,45,0.00
2019-01-19T17:00,18.0,40,0.00
2019-01-19T18:00,19.9,33,0.00
2019-01-19T19:00,21.6,28,0.00
2019-01-19T20:00,21.1,29,0.00
2019-01-19T21:00,21.9,27,0.00
2019-01-19T22:00,22.0,25,0.00
2019-01-19T23:00,20.8,29,0.00
2019-01-20T00:00,19.7,32,0.00
2019-01-20T01:00,17.2,42,0.00
2019-01-20T02:00,13.3,66,0.00
2019-01-20T03:00,13.4,63,0.00
2019-01-20T04:00,11.8,67,0.00
2019-01-20T05:00,10.6,72,0.00
2019-01-20T06:00,9.8,76,0.00
2019-01-20T07:00,8.9,81,0.00
2019-01-20T08:00,8.9,81,0.00
2019-01-20T09:00,8.3,85,0.00
2019-01-20T10:00,7.8,87,0.00
2019-01-20T11:00,7.3,88,0.00
2019-01-20T12:00,7.7,88,0.00
2019-01-20T13:00,7.3,84,0.10
2019-01-20T14:00,7.7,82,0.00
2019-01-20T15:00,8.8,75,0.10
2019-01-20T16:00,10.6,64,0.00
2019-01-20T17:00,13.6,51,0.00
2019-01-20T18:00,16.1,41,0.00
2019-01-20T19:00,18.4,33,0.00
2019-01-20T20:00,19.6,27,0.00
2019-01-20T21:00,20.6,24,0.00
2019-01-20T22:00,21.0,22,0.00
2019-01-20T23:00,21.0,20,0.00
2019-01-21T00:00,20.6,18,0.00
2019-01-21T01:00,17.6,25,0.00
2019-01-21T02:00,14.8,41,0.00
2019-01-21T03:00,13.4,51,0.00
2019-01-21T04:00,12.1,56,0.00
2019-01-21T05:00,10.6,63,0.00
2019-01-21T06:00,9.0,72,0.00
2019-01-21T07:00,7.8,79,0.00
2019-01-21T08:00,6.6,86,0.00
2019-01-21T09:00,5.6,91,0.00
2019-01-21T10:00,5.0,94,0.00
2019-01-21T11:00,4.6,95,0.00
2019-01-21T12:00,3.5,100,0.00
2019-01-21T13:00,2.8,99,0.00
2019-01-21T14:00,2.3,97,0.00
2019-01-21T15:00,5.0,95,0.00
2019-01-21T16:00,9.0,74,0.00
2019-01-21T17:00,14.0,48,0.00
2019-01-21T18:00,17.9,34,0.00
2019-01-21T19:00,21.0,23,0.00
2019-01-21T20:00,22.9,16,0.00
2019-01-21T21:00,23.8,11,0.00
2019-01-21T22:00,24.0,9,0.00
2019-01-21T23:00,23.6,10,0.00
2019-01-22T00:00,20.8,20,0.00
2019-01-22T01:00,18.4,25,0.00
2019-01-22T02:00,17.0,31,0.00
2019-01-22T03:00,15.6,35,0.00
2019-01-22T04:00,14.6,37,0.00
2019-01-22T05:00,11.1,40,0.00
2019-01-22T06:00,9.4,42,0.00
2019-01-22T07:00,8.1,44,0.00
2019-01-22T08:00,7.6,45,0.00
2019-01-22T09:00,7.3,43,0.00
2019-01-22T10:00,6.3,45,0.00
2019-01-22T11:00,5.8,44,0.00
2019-01-22T12:00,6.7,40,0.00
2019-01-22T13:00,5.2,48,0.00
2019-01-22T14:00,6.9,38,0.00
2019-01-22T15:00,9.9,30,0.00
2019-01-22T16:00,13.9,20,0.00
2019-01-22T17:00,17.4,13,0.00
2019-01-22T18:00,20.0,8,0.00
2019-01-22T19:00,21.5,7,0.00
2019-01-22T20:00,22.5,9,0.00
2019-01-22T21:00,23.0,11,0.00
2019-01-22T22:00,23.3,12,0.00
2019-01-22T23:00,22.7,15,0.00
2019-01-23T00:00,20.4,25,0.00
2019-01-23T01:00,17.6,31,0.00
2019-01-23T02:00,16.0,33,0.00
2019-01-23T03:00,15.0,36,0.00
2019-01-23T04:00,13.8,42,0.00
2019-01-23T05:00,11.8,53,0.00
2019-01-23T06:00,10.3,59,0.00
2019-01-23T07:00,9.6,58,0.00
2019-01-23T08:00,9.8,52,0.00
2019-01-23T09:00,8.6,59,0.00
2019-01-23T10:00,7.2,68,0.00
2019-01-23T11:00,6.5,73,0.00
2019-01-23T12:00,5.8,78,0.00
2019-01-23T13:00,5.7,77,0.00
2019-01-23T14:00,6.8,69,0.00
2019-01-23T15:00,11.6,50,0.00
2019-01-23T16:00,16.0,35,0.00
2019-01-23T17:00,19.2,27,0.00
2019-01-23T18:00,21.2,23,0.00
2019-01-23T19:00,22.6,20,0.00
2019-01-23T20:00,23.9,15,0.00
2019-01-23T21:00,24.0,15,0.00
2019-01-23T22:00,22.9,26,0.10
2019-01-23T23:00,22.1,27,0.00
2019-01-24T00:00,21.3,28,0.00
2019-01-24T01:00,19.4,36,0.00
2019-01-24T02:00,17.5,42,0.00
2019-01-24T03:00,16.6,44,0.00
2019-01-24T04:00,15.1,47,0.00
2019-01-24T05:00,13.4,48,0.00
2019-01-24T06:00,12.6,48,0.00
2019-01-24T07:00,11.9,49,0.00
2019-01-24T08:00,10.6,60,0.00
2019-01-24T09:00,10.3,65,0.00
2019-01-24T10:00,9.4,73,0.00
2019-01-24T11:00,8.8,78,0.00
2019-01-24T12:00,8.1,87,0.00
2019-01-24T13:00,8.2,89,0.00
2019-01-24T14:00,8.8,88,0.00
2019-01-24T15:00,11.3,62,0.00
2019-01-24T16:00,15.4,45,0.00
2019-01-24T17:00,18.8,36,0.00
2019-01-24T18:00,21.0,31,0.00
2019-01-24T19:00,22.3,27,0.00
2019-01-24T20:00,23.6,22,0.00
2019-01-24T21:00,24.8,18,0.00
2019-01-24T22:00,24.2,20,0.00
2019-01-24T23:00,23.0,23,0.00
2019-01-25T00:00,22.2,21,0.00
2019-01-25T01:00,20.2,24,0.00
2019-01-25T02:00,18.0,29,0.00
2019-01-25T03:00,15.6,44,0.00
2019-01-25T04:00,14.2,48,0.00
2019-01-25T05:00,12.1,44,0.00
2019-01-25T06:00,10.8,43,0.00
2019-01-25T07:00,9.9,51,0.00
2019-01-25T08:00,9.2,52,0.00
2019-01-25T09:00,8.6,50,0.00
2019-01-25T10:00,9.5,43,0.00
2019-01-25T11:00,8.9,52,0.00
2019-01-25T12:00,7.8,73,0.00
2019-01-25T13:00,7.4,76,0.00
2019-01-25T14:00,9.6,64,0.00
2019-01-25T15:00,12.3,52,0.00
2019-01-25T16:00,15.4,40,0.00
2019-01-25T17:00,17.9,31,0.00
2019-01-25T18:00,20.5,24,0.00
2019-01-25T19:00,22.8,22,0.00
2019-01-25T20:00,24.3,20,0.00
2019-01-25T21:00,25.4,16,0.00
2019-01-25T22:00,25.5,14,0.00
2019-01-25T23:00,24.0,19,0.00
2019-01-26T00:00,21.9,25,0.00
2019-01-26T01:00,19.9,30,0.00
2019-01-26T02:00,17.6,47,0.00
2019-01-26T03:00,16.3,43,0.00
2019-01-26T04:00,16.4,42,0.00
2019-01-26T05:00,14.1,54,0.00
2019-01-26T06:00,11.9,69,0.00
2019-01-26T07:00,11.1,71,0.00
2019-01-26T08:00,10.0,75,0.00
2019-01-26T09:00,9.1,79,0.00
2019-01-26T10:00,10.1,68,0.00
2019-01-26T11:00,9.8,66,0.00
2019-01-26T12:00,8.6,65,0.00
2019-01-26T13:00,7.7,67,0.00
2019-01-26T14:00,7.7,67,0.00
2019-01-26T15:00,11.8,51,0.00
2019-01-26T16:00,15.6,40,0.00
2019-01-26T17:00,18.5,31,0.00
2019-01-26T18:00,20.6,25,0.00
2019-01-26T19:00,22.7,17,0.00
2019-01-26T20:00,24.2,14,0.00
2019-01-26T21:00,24.5,15,0.00
2019-01-26T22:00,24.3,16,0.00
2019-01-26T23:00,22.5,23,0.00
2019-01-27T00:00,21.0,24,0.00
2019-01-27T01:00,18.8,30,0.00
2019-01-27T02:00,17.0,38,0.00
2019-01-27T03:00,15.1,45,0.00
2019-01-27T04:00,13.2,51,0.00
2019-01-27T05:00,11.9,57,0.00
2019-01-27T06:00,10.9,61,0.00
2019-01-27T07:00,10.1,64,0.00
2019-01-27T08:00,9.4,67,0.00
2019-01-27T09:00,8.8,68,0.00
2019-01-27T10:00,8.1,69,0.00
2019-01-27T11:00,7.6,71,0.00
2019-01-27T12:00,6.1,79,0.00
2019-01-27T13:00,6.6,80,0.00
2019-01-27T14:00,7.2,80,0.00
2019-01-27T15:00,9.6,75,0.00
2019-01-27T16:00,11.9,62,0.00
2019-01-27T17:00,13.8,50,0.00
2019-01-27T18:00,15.2,41,0.00
2019-01-27T19:00,17.0,30,0.00
2019-01-27T20:00,18.1,22,0.00
2019-01-27T21:00,18.8,18,0.00
2019-01-27T22:00,19.0,15,0.00
2019-01-27T23:00,18.7,15,0.00
2019-01-28T00:00,18.2,11,0.00
2019-01-28T01:00,15.9,16,0.00
2019-01-28T02:00,14.1,26,0.00
2019-01-28T03:00,11.6,55,0.00
2019-01-28T04:00,10.4,61,0.00
2019-01-28T05:00,9.5,64,0.00
2019-01-28T06:00,8.3,69,0.00
2019-01-28T07:00,7.8,69,0.00
2019-01-28T08:00,7.5,69,0.00
2019-01-28T09:00,6.1,75,0.00
2019-01-28T10:00,5.4,76,0.00
2019-01-28T11:00,4.9,78,0.00
2019-01-28T12:00,4.3,83,0.00
2019-01-28T13:00,3.3,88,0.00
2019-01-28T14:00,4.2,82,0.00
2019-01-28T15:00,9.6,59,0.00
2019-01-28T16:00,13.4,41,0.00
